Username,Follower,About,Location,PageURL,Sexual,EnneagramType,Gender,Groups
rosalinad,[],woah an esfj actually uses the internet. what,,,Both,Type 2w3,Female,[]
Sansess,[],,,,,,Female,[]
Kare Bear,[],,,,,,Female,[]
Resetbutton,,,, https://www.personalitycafe.com/members/resetbutton.html,,,,[]
,[],"Hey, I'm Allison. (: I'm a big sister, I'm a Metal Head, I'm my parents little girl, I'm a lover, I'm a fighter, I'm a gamer, I'm a true/loyal friend, I'm feisty, I'm my own person, and don't think you're gonna tell me otherwise.","Louisville, Kentucky",,Male,Type 4w5,Female,['metal']
boygiewignigo,[],,, https://www.personalitycafe.com/members/boygiewignigo.html,,,Female,[]
queenfatty,[],,, https://www.personalitycafe.com/members/queenfatty.html,,,Female,[]
6FtSurfer,,,, https://www.personalitycafe.com/members/6ftsurfer.html,,,Male,[]
adeline,[],,, https://www.personalitycafe.com/members/adeline.html,,,,[]
InkMyUmbrella,"['Bunniculla', 'Turi']",,, https://www.personalitycafe.com/members/inkmyumbrella.html,,,,[]
Ambii,[],,England, https://www.personalitycafe.com/members/ambii.html,,,Female,[]
chromabloom,,,,,,,,[]
,[],,, https://www.personalitycafe.com/members/zhuzhan4g0.html,,,Female,[]
Zorozoro,[],,, https://www.personalitycafe.com/members/zorozoro.html,,,Female,[]
dortari,[],,, https://www.personalitycafe.com/members/dortari.html,,,Male,[]
irHyHNQzHI,[],,,,,,Other,[]
DaithiOG,,,Ireland, https://www.personalitycafe.com/members/daithiog.html,,,Male,[]
addictedone,[],,, https://www.personalitycafe.com/members/addictedone.html,Female,Unknown,,[]
debbiP,,,, https://www.personalitycafe.com/members/debbip.html,,Type 6w5,,[]
lucasq,[],,,,,Unknown,Male,[]
,,,, https://www.personalitycafe.com/members/9aojxc7xi.html,,,Neutral,[]
,,,, https://www.personalitycafe.com/members/melbarra.html,,,Male,[]
AuroraSwan,"['QueenOfCats', 'TheCosmicHeart']",,, https://www.personalitycafe.com/members/auroraswan.html,,Type 6w7,,[]
rissajo,[],I'm in my last year of uni studying culture and a friend has gotten me addicted to enneagram.,, https://www.personalitycafe.com/members/rissajo.html,Male,Type 6w7,Female,[]
esfj mom,[],,, https://www.personalitycafe.com/members/esfj-mom.html,,,,[]
asicstigersyr,[],,, https://www.personalitycafe.com/members/asicstigersyr.html,,,Female,[]
brookietory,[],,, https://www.personalitycafe.com/members/brookietory.html,,Type 2w1,Female,[]
Killawabbit,[],,, https://www.personalitycafe.com/members/killawabbit.html,Female,Unknown,Male,[]
Dre@mer,[],,,,Demisexual,,Female,[]
esforeverjl,[],,,,,,,[]
RAB2,,,, https://www.personalitycafe.com/members/rab2.html,,,,[]
madisonwjones,[],,, https://www.personalitycafe.com/members/madisonwjones.html,,,Male,[]
,[],,"Newport News, Virginia, United States", https://www.personalitycafe.com/members/stephanie-e-beauvais-3.html,,,,[]
JudiM,,,, https://www.personalitycafe.com/members/judim.html,,,Female,[]
ZenJen,[],,, https://www.personalitycafe.com/members/zenjen.html,,,,[]
zachs,[],,, https://www.personalitycafe.com/members/zachs.html,,,,[]
keeleysmom,[],,, https://www.personalitycafe.com/members/keeleysmom.html,,Unknown,Female,[]
,,,, https://www.personalitycafe.com/members/esfjdude.html,,,Male,[]
,[],,,,,,Female,[]
StupidINTJ,,,, https://www.personalitycafe.com/members/stupidintj.html,,,Female,[]
lstacyb,[],,, https://www.personalitycafe.com/members/lstacyb.html,,,,[]
book.worm,,,NoneUrBusinessLOL, https://www.personalitycafe.com/members/book-worm.html,,Type 9w8,,[]
,,Im 17 years old outgoing and sporty boy.,Finland., https://www.personalitycafe.com/members/m1r017.html,Pansexual,,,[]
kcoggins1,[],,, https://www.personalitycafe.com/members/kcoggins1.html,,Type 6,,[]
mannamarais,[],,South-Africa,,Male,Unknown,,[]
,,,,,,,Female,[]
Jesse99,,,, https://www.personalitycafe.com/members/jesse99.html,Female,Type 2w1,Male,[]
mahanteymouri,[],,, https://www.personalitycafe.com/members/mahanteymouri.html,,,Male,[]
JessHB,,,,,,,Female,[]
rztrnc,[],,, https://www.personalitycafe.com/members/rztrnc.html,,,Male,[]
LindsyClarke80s,[],,, https://www.personalitycafe.com/members/lindsyclarke80s.html,,Unknown,Female,[]
SingingLlama,[],"A person's a person, no matter how small.",, https://www.personalitycafe.com/members/singingllama.html,,Type 2w1,Female,[]
escapes,[],,"Ilion, NY", https://www.personalitycafe.com/members/escapes.html,,,,[]
fresh_air,[],,, https://www.personalitycafe.com/members/fresh_air.html,,,Male,[]
DarRearspence,,,, https://www.personalitycafe.com/members/darrearspence.html,,,Female,[]
,[],,, https://www.personalitycafe.com/members/davidyy.html,,,Male,[]
Lindalat,[],,, https://www.personalitycafe.com/members/lindalat.html,,,,[]
,,,,,,Unknown,Neutral,[]
sharonlmiracle,[],,, https://www.personalitycafe.com/members/sharonlmiracle.html,,,Female,[]
,[],"I may still be young, but I have always been old. 
-7w8, 4w3, 9w8-
Extrovert (100%)  Sensing(<1%)  Feeling(25%)  Judging(22%)",, https://www.personalitycafe.com/members/eecorley.html,Male,Type 7,,[]
,,,,,,,Female,[]
,[],,, https://www.personalitycafe.com/members/xray.html,,Unknown,Male,[]
AddyBunny,,"I am Addy; I'm an optimist, a pacifist, and I like people,t hough I'm usually shy.",Pennsylvania, https://www.personalitycafe.com/members/addybunny.html,,,Female,[]
LoveAndBunnies,,,,,,,,[]
Beardogotter,[],,"Russia, Moscow", https://www.personalitycafe.com/members/beardogotter.html,Both,Type 9,,[]
Steph_lemon,[],,, https://www.personalitycafe.com/members/steph_lemon.html,,,,[]
,[],,, https://www.personalitycafe.com/members/shamrock11.html,,,,[]
LorenzonatT,[],,,,,,,[]
wwarren,[],,, https://www.personalitycafe.com/members/wwarren.html,,,Male,[]
lizziedragon,,,, https://www.personalitycafe.com/members/lizziedragon.html,,Unknown,Female,[]
allisonog69,[],,, https://www.personalitycafe.com/members/allisonog69.html,,,Female,[]
,[],,,,,,Female,[]
,[],Man,,,,Type 7,Female,[]
kitrinka500,,,, https://www.personalitycafe.com/members/kitrinka500.html,,,Female,[]
deerophorTile,[],,, https://www.personalitycafe.com/members/deerophortile.html,,,Other,[]
duskymae,[],,,,,Unknown,,[]
reneec123,[],"funny, generous, kind, Ill talk with anyone",Strawberry Fields forever!! Ive lived in a boring town in The state of Oregon all of my life., https://www.personalitycafe.com/members/reneec123.html,Male,Type 7,Female,[]
,,,Canada, https://www.personalitycafe.com/members/chassisparts.html,Male,,,[]
,,"Hi, everybody! My name is Karla. 
It is a little about myself: I live in United Kingdom, my city of Bridford.  
It's called often Northern or cultural capital of .
I've married 4 years ago.
I have 2 children - a son (Stephan) and the daughter (Graig).
We all like Fossil hunting.",Bridford, https://www.personalitycafe.com/members/rorybqpvfv.html,,Unknown,Neutral,[]
liverpoolmajor,,,, https://www.personalitycafe.com/members/liverpoolmajor.html,,Type 2,Neutral,[]
AnitaHungankiss,[],,, https://www.personalitycafe.com/members/anitahungankiss.html,,,,[]
cecilymsmith,[],,England,,,,Female,[]
dothraloki,,,,,Both,,Female,[]
jellybean204,,,,,,,Female,[]
lvander,,,, https://www.personalitycafe.com/members/lvander.html,,,Female,[]
BaraRanpu,['Hiki'],,,,,,Female,[]
ensurnasp,[],,,,,,Neutral,[]
Alvin,[],,, https://www.personalitycafe.com/members/alvin.html,,,Male,[]
,,,, https://www.personalitycafe.com/members/aimundaid.html,,,Male,[]
ESFj,,,, https://www.personalitycafe.com/members/esfj.html,,Unknown,,[]
,,Man,Slovakia, https://www.personalitycafe.com/members/betsymill.html,Male,,Male,[]
lola4h3,,,New Jersey, https://www.personalitycafe.com/members/lola4h3.html,,,Female,[]
SAS1980,[],,,,,,Female,[]
extra special fruit juice,,,, https://www.personalitycafe.com/members/extra-special-fruit-juice.html,,,Female,[]
Dawar Mir,[],,,,,,Male,[]
Bridget6w7,,,, https://www.personalitycafe.com/members/bridget6w7.html,,,Female,[]
,[],,, https://www.personalitycafe.com/members/squirrel204.html,,,Female,[]
Froustyman,,,, https://www.personalitycafe.com/members/froustyman.html,,,,[]
Alvin,,,, https://www.personalitycafe.com/members/alvin.html,,,Male,[]
,[],,, https://www.personalitycafe.com/members/mbtistar.html,,,Female,[]
RLQLylezt,,"I'm Ruben (27) from Le Creusot, France. 
I'm learning Dutch literature at a local college and 
I'm just about to graduate.
I have a part time job in a the office.",Le Creusot, https://www.personalitycafe.com/members/rlqlylezt.html,,Unknown,,[]
Fenway31,[],,, https://www.personalitycafe.com/members/fenway31.html,,,Male,[]
abimittebon,[],,,,,,Female,[]
Cathy Ocampo Valdez,[],,,,,,,[]
Assonoinhap,[],,, https://www.personalitycafe.com/members/assonoinhap.html,Male,,,[]
,[],,, https://www.personalitycafe.com/members/rhiliquequede.html,,,Female,[]
Isabelle15,[],,, https://www.personalitycafe.com/members/isabelle15.html,,Type 2w3,Female,[]
A Fine Frenzy,[],,, https://www.personalitycafe.com/members/a-fine-frenzy.html,,Unknown,,[]
,[],,London, https://www.personalitycafe.com/members/sharyl.html,Male,,Female,[]
littlebowedpeeps,,,, https://www.personalitycafe.com/members/littlebowedpeeps.html,,,Female,[]
32fadbagsxia,,,, https://www.personalitycafe.com/members/32fadbagsxia.html,,,Female,[]
Gerhart1213,,,, https://www.personalitycafe.com/members/gerhart1213.html,,,Male,[]
,['ebae'],,"Alexandria, VA", https://www.personalitycafe.com/members/shawnad.html,,Type 3,,[]
BlackDragonWarrior,[],,, https://www.personalitycafe.com/members/blackdragonwarrior.html,,,Male,[]
,[],,, https://www.personalitycafe.com/members/carabella.html,,,Female,[]
,,,, https://www.personalitycafe.com/members/lara245.html,,,Female,[]
gnomes,[],,,,,,Female,[]
Anjelica,,,, https://www.personalitycafe.com/members/anjelica.html,,,Female,[]
Juliejean,,,, https://www.personalitycafe.com/members/juliejean.html,,,,[]
DrillWafreake,,,, https://www.personalitycafe.com/members/drillwafreake.html,,,Female,[]
andomlnx,[],,, https://www.personalitycafe.com/members/andomlnx.html,,,Other,[]
,[],,,,,,Female,[]
drew6625,[],,, https://www.personalitycafe.com/members/drew6625.html,,,,[]
step606,['musicislife'],"I've also tested as an ISFJ and an INFJ..depending on my mood I guess. 
Your Cognitive Functions:
Extroverted Feeling (Fe) ||||||||||||||||||||||||||| 12.68
Extroverted Intuition (Ne) ||||||||||||||||||||||| 10.77
Introverted Sensation (Si) ||||||||||||||||||||||| 10.77
Extroverted Sensation (Se) ||||||||||||||||||||| 9.8
Extroverted Thinking (Te) ||||||||||||||||| 7.55
Introverted Feeling (Fi) ||||||||||||||| 6.745
Introverted Thinking (Ti) ||||||||||||||| 6.53
Introverted Intuition (Ni) ||||||||||||| 5.545 
Your Extroverted Feeling (Fe) is very developed.
Your Extroverted Intuition (Ne) is moderate.
Your Extroverted Sensation (Se) is moderate.
Your Introverted Sensation (Si) is moderate.
Your Introverted Thinking (Ti) is moderate.
Your Extroverted Thinking (Te) is moderate.
Your Introverted Feeling (Fi) is moderate.
Your Introverted Intuition (Ni) is low.",, https://www.personalitycafe.com/members/step606.html,,Type 2w3,Female,[]
carpinteyroyii,,,, https://www.personalitycafe.com/members/carpinteyroyii.html,,,,[]
Almost A Bystander,,,, https://www.personalitycafe.com/members/almost-a-bystander.html,,Unknown,Female,[]
Cowkilla,[],,, https://www.personalitycafe.com/members/cowkilla.html,,,Male,[]
Sparky11,,"Family and Friends come before everything. Vegetarian. I love sushi, tea, dogs, running, Netflix, and working out.",Central Jersey,,Female,Type 2w3,,[]
,,"i like to smile, laugh, and share some stories with new friends",Indonesia, https://www.personalitycafe.com/members/cheesepancake.html,Male,,Female,[]
cfk48,[],,, https://www.personalitycafe.com/members/cfk48.html,,,,[]
irina_tzone,,,, https://www.personalitycafe.com/members/irina_tzone.html,,,,[]
,['Trademark'],,,,,Unknown,Female,[]
Danita,,,, https://www.personalitycafe.com/members/danita.html,,,Female,[]
Karlziv,[],,, https://www.personalitycafe.com/members/karlziv.html,,,Male,[]
,[],,, https://www.personalitycafe.com/members/roreclidgecef.html,,,Female,[]
,,,,,,,,[]
drockk28,,,, https://www.personalitycafe.com/members/drockk28.html,,,Male,[]
,[],,, https://www.personalitycafe.com/members/sandradee.html,,,Female,[]
wtcsrsefqhvy,[],,, https://www.personalitycafe.com/members/wtcsrsefqhvy.html,,,Male,[]
,[],,,,,,Neutral,[]
Skyfox37,[],,,,,,Male,[]
gucci,[],,,,,,Male,[]
SomeRandomGuy,[],,, https://www.personalitycafe.com/members/somerandomguy.html,,Unknown,Male,[]
connieculkins,[],,,,,Unknown,Female,[]
LegendaryBoobs,,,Everywhere, https://www.personalitycafe.com/members/legendaryboobs.html,Male,,Male,[]
BioraSagbib,[],Man,Israel, https://www.personalitycafe.com/members/biorasagbib.html,Both,Type 1w2,Female,[]
,[],,California, https://www.personalitycafe.com/members/es3.html,,Unknown,,[]
Danynalicadly,[],Man,, https://www.personalitycafe.com/members/danynalicadly.html,Demisexual,Type 9,Neutral,[]
Dominik,,,,,,Unknown,Male,[]
greenflower,,,,,,,Neutral,[]
,['vhaydenlv'],,,,,Type 2w3,Female,[]
,,,Villeneuve-D'ascq,,,,Neutral,[]
,[],,, https://www.personalitycafe.com/members/eleemosynary.html,Female,Unknown,,[]
,[],,, https://www.personalitycafe.com/members/borlemis.html,,,,[]
CarolyHout,,,Gualdo Di Narni,,,,Female,[]
,,,,,,,Male,[]
,[],,, https://www.personalitycafe.com/members/clover511.html,,,Female,[]
brookethefancy1,[],,, https://www.personalitycafe.com/members/brookethefancy1.html,,,Female,[]
,[],Man,Norway,,,Type 6w5,Other,[]
MackenzGod,,,,,,,,[]
qatest,[],,,,,,Male,[]
,[],,, https://www.personalitycafe.com/members/garmonbozia.html,Female,Unknown,Male,[]
,[],,, https://www.personalitycafe.com/members/salutpoilu.html,,,Male,[]
,[],Man,Rossia, https://www.personalitycafe.com/members/brutle.html,Both,,Female,[]
CarinaLXJT,[],"I am Lorri from Pimpinio. I love to play Pedal Steel Guitar.
Other hobbies are Meteorology.",Pimpinio,,,,,[]
,,"Find out for yourself, I can't really explain myself. My story is long and far from over. I hope I find what I'm looking for!","Seattle, WA", https://www.personalitycafe.com/members/david-v-ellison.html,Female,,,[]
DeanOaklandCoMi,[],,, https://www.personalitycafe.com/members/deanoaklandcomi.html,Female,Type 2w3,Male,[]
duckrabbit,[],,,,,,,[]
,,,, https://www.personalitycafe.com/members/water-dragon.html,,,,[]
Borg1087,[],,, https://www.personalitycafe.com/members/borg1087.html,Female,,Male,[]
lastsnow,[],,"Hokkaido, Japan", https://www.personalitycafe.com/members/lastsnow.html,Male,,,[]
Everdr3am,[],,"Varna, Bulgaria, Bulgaria", https://www.personalitycafe.com/members/everdr3am.html,,,,[]
,[],,, https://www.personalitycafe.com/members/yahoo.html,,,Female,[]
celiaaletta,[],,California, https://www.personalitycafe.com/members/celiaaletta.html,Male,,,[]
Kaitlin Wonders,[],"I want people to be happy. Always.
I'm a sensitive kind of person.
I spend much of my time listen to music and basking in the glory of it. I spend the other part of my time playing music. 
I'm in love with Leonard Bernstein.",, https://www.personalitycafe.com/members/kaitlin-wonders.html,,Type 4,,[]
kugin,[],,,,,,,[]
,[],,, https://www.personalitycafe.com/members/xoxoaa.html,,Unknown,,[]
,[],,,,,,Female,[]
,[],,, https://www.personalitycafe.com/members/rosely03m.html,,,Other,[]
Marisol,,"Young 50+ f4f.  Don't drink, don't smoke, don't do drugs.",, https://www.personalitycafe.com/members/marisol.html,,Type 2,,[]
Humbert M. Carmine,,,"QuerÃ©taro, Mexico", https://www.personalitycafe.com/members/humbert-m-carmine.html,,,Male,[]
Shadowlover22,[],"Hey I'm Lauren. I love to dance, sing, act... Basically performing arts is my passion. I'm very caring and helpful so if you ever need advice I'm here to help :)","Charles Town, WV", https://www.personalitycafe.com/members/shadowlover22.html,Both,Type 2,Female,[]
,[],"i am a vegan... i have eyes similar to a cat(symmetrical iral coloboma), i am an androgynous/bisexual male... i was diagnosed with schizoaffective disorder but recently discovered new science and am on my way to full recovery(if you suffer from any mental illness, hit me up and i'll provide you with all the information you'll need to beat this)... my hair is dyed blue... i am a fledgling Taoist(i think)... i see colors that others don't... i am dyslexic... i am a service engineer(i service and maintain industrial refrigeration systems)... i've been studying/playing bass for over 25 years now... i am every kind of light... i love without condition... most times i go unnoticed... i am a voice-hearer... ?`??´",Central New Jersey USA, https://www.personalitycafe.com/members/kensho.html,Both,,,[]
Pav,[],,,,,,Female,[]
julieellis,[],,, https://www.personalitycafe.com/members/julieellis.html,,,Female,[]
APTiRocks,[],,, https://www.personalitycafe.com/members/aptirocks.html,,,Unspecified,[]
,[],,, https://www.personalitycafe.com/members/clementine1729.html,,,Female,[]
gdate1111,,,,,,,Female,[]
khiller,,,San Francisco, https://www.personalitycafe.com/members/khiller.html,,Unknown,Female,[]
BertFlynnz,[],,, https://www.personalitycafe.com/members/bertflynnz.html,,,,[]
,[],,, https://www.personalitycafe.com/members/castil11.html,,,Female,[]
pink216,['inregardstomyself'],,, https://www.personalitycafe.com/members/pink216.html,Male,,Female,[]
gurlygurl,"['musicislife', 'Stephen']",,,,,Type 2,Female,[]
,[],,,,,,Female,[]
manisha22,[],,, https://www.personalitycafe.com/members/manisha22.html,,,Female,[]
comdoc,[],"Natural physician, semi-retired warm heart, open mind, blithe spirit, Socionics ESTx; Enneagram Type 2 balanced wings","Tucson, Arizona", https://www.personalitycafe.com/members/comdoc.html,Female,Type 2w1,Male,[]
ErnestiJoy,,"There is nothing to say about me really.
Finally a member of this community.
I really wish I am useful at all",, https://www.personalitycafe.com/members/ernestijoy.html,,Unknown,Neutral,[]
maxdlequade,[],,, https://www.personalitycafe.com/members/maxdlequade.html,,,,[]
Antcee,[],,, https://www.personalitycafe.com/members/antcee.html,,,Female,[]
LadyInRed,[],,, https://www.personalitycafe.com/members/ladyinred.html,,,,[]
drakeadonian,[],,calgary, https://www.personalitycafe.com/members/drakeadonian.html,Female,Type 6,Male,[]
Guardianangel93,[],,,,,Unknown,Male,[]
clshoes01,[],,, https://www.personalitycafe.com/members/clshoes01.html,,Unknown,,[]
,[],,"Forks, WA", https://www.personalitycafe.com/members/rhysvinz.html,Female,Type 1,Male,[]
cwinter,[],,, https://www.personalitycafe.com/members/cwinter.html,,,Female,[]
Lea Lei,[],,,,,,Female,[]
RiftsWRX,,,"Glendale Heights, IL", https://www.personalitycafe.com/members/riftswrx.html,,,Male,[]
christopherjohn,[],oh heyy :],,,,,Male,[]
MazieChecc,[],,,,,,Neutral,[]
bzn,[],,, https://www.personalitycafe.com/members/bzn.html,,,,[]
,['timely.grace'],,, https://www.personalitycafe.com/members/cloudberry.html,,,,[]
FlossieBus,,,, https://www.personalitycafe.com/members/flossiebus.html,,,,[]
,[],,, https://www.personalitycafe.com/members/roverhulk.html,,,Male,[]
ButterflyBreath2,[],,, https://www.personalitycafe.com/members/butterflybreath2.html,,,,[]
,,,, https://www.personalitycafe.com/members/redv.html,,Unknown,Neutral,[]
Magnolia195,[],,,,,,,[]
Carb,,I do the stuff and the things.,"New Jersey, United States",,,,Male,[]
dwatters,[],,,,,,,[]
Eestephenson,[],,,,,Unknown,,[]
FrederikJusef,[],,,,,,Male,[]
,,"I'm a pansexual ESFJ enby currently attending college to earn degrees in English/Creative Writing, Japanese, and Women's and Gender Studies, and I'm hoping to go into editing. My life can be described as a series of revelations about the nature of humanity and my feelings for certain partakers of it. Speaking of which, I do love people, and I'm always happy to strike up new conversations!",Wisconsin,,,Type 2w3,Neutral,[]
kkkvirus001,,,,,,,Male,[]
MakintoshAM,[],,,,,,,[]
KyleMcCoin,[],"I_m Maroam from Peffingen doing my final year enggineering in Biology.
I did my schooling, secured 82% and hope to find someone with same interests iin Darts.",Peffingen, https://www.personalitycafe.com/members/kylemccoin.html,,Unknown,,[]
thestrgzr9000,[],,, https://www.personalitycafe.com/members/thestrgzr9000.html,,,Male,[]
MarianKnoll,[],My name is Cathryn (29 years old) and my hobbies are Gongoozling and Videophilia (Home theater).,Aachen,,,Unknown,Neutral,[]
cherrypickin23,[],,, https://www.personalitycafe.com/members/cherrypickin23.html,,,Female,[]
Sofka,[],,, https://www.personalitycafe.com/members/sofka.html,,,Female,[]
,[],,,,,,Female,[]
,[],,,,Male,Type 2,,[]
esfjonsteroids,,,, https://www.personalitycafe.com/members/esfjonsteroids.html,,,Female,[]
Chixo,[],,, https://www.personalitycafe.com/members/chixo.html,,,,[]
samanthamae94,[],,, https://www.personalitycafe.com/members/samanthamae94.html,,,,[]
katalystofawesome,[],"Massive screaming fangirl. Internet for life, y'all. Yeah, you heard right- an ESFJ online! (gasp, shock, horror- shots fired). Love reading and learning. Had the MBTI theory introduced to me about a year ago and haven't been able to get over it since. Used to be an ESTP (I think) so be warned if I get like that every now and then. All the types are amazing and bless the clever sods who got all these tests together. Slytherin will rule all. Daughter or Athena working with Artemis (Any PJO fans out there? No? Fine.). You know you're jealous. Pop up if you want a chat, I'm happy to talk about anything.","Home of crumpets, the BBC and rain 24/7- ENGLAND!",,,Type 2w3,Female,[]
Lizcc,,,,,,,,[]
Lionblaze555,,,, https://www.personalitycafe.com/members/lionblaze555.html,,,Male,[]
shiningfaith,[],,, https://www.personalitycafe.com/members/shiningfaith.html,,,Female,[]
maniorettsat,[],,Bialobrzegi,,,Unknown,Neutral,[]
,[],,, https://www.personalitycafe.com/members/kibgctusdes.html,,,Neutral,[]
JenniKeisdhi,[],,, https://www.personalitycafe.com/members/jennikeisdhi.html,,,Female,[]
Mariya,[],,,,,,,[]
,,,,,,,,[]
LadyInRedd,[],,, https://www.personalitycafe.com/members/ladyinredd.html,,,Female,[]
Celdroz,[],,, https://www.personalitycafe.com/members/celdroz.html,,,,[]
,[],,,,,,Female,[]
Lea,,,, https://www.personalitycafe.com/members/lea.html,,Unknown,Female,[]
LuckyStar,[],,, https://www.personalitycafe.com/members/luckystar.html,,Type 6,,[]
,[],,, https://www.personalitycafe.com/members/mambo.html,,,Female,[]
KayC,,,, https://www.personalitycafe.com/members/kayc.html,,,Female,[]
crum10,[],,, https://www.personalitycafe.com/members/crum10.html,,Unknown,,[]
redtiger95,[],,, https://www.personalitycafe.com/members/redtiger95.html,,,,[]
EndandReraNag,[],,, https://www.personalitycafe.com/members/endandreranag.html,,,Male,[]
spunkymonkey,,"I am an outgoing person, who loves my 4 dogs and family. I have a great job out in God's country, as a ranger. I work alot with injured animals. life is good!
Happiness is an attitude. We either make ourselves miserable, or happy and strong. The amount of work is the same.
-- Francesca Reigler",northern Cali,,,Type 7,Male,[]
,,,, https://www.personalitycafe.com/members/korscbrq.html,,,Other,[]
delly4real,[],,, https://www.personalitycafe.com/members/delly4real.html,,Unknown,,[]
,['JoetheDreamer'],,,,Male,Type 3,Female,[]
,[],,,,,,Female,[]
Elecousitlete,,,, https://www.personalitycafe.com/members/elecousitlete.html,,,Female,[]
gnaf,,,, https://www.personalitycafe.com/members/gnaf.html,,Unknown,Female,[]
ENFJ_ESFJ_D,,"I love to sing, write, act, dance, play piano, and kiss. I also enjoy long solitary walks. My personality type was ENFJ for a while, and flip-flops between that and ESFJ and ENTP, depending upon my mood. I am currently in love with an INTP---LORD HELP ME!",South Carolina, https://www.personalitycafe.com/members/enfj_esfj_d.html,Male,,Female,[]
,[],,, https://www.personalitycafe.com/members/cgimwvpj.html,,,Female,[]
charlenekalae,[],,, https://www.personalitycafe.com/members/charlenekalae.html,Both,Type 4w5,,[]
,,,, https://www.personalitycafe.com/members/quadisc.html,,,,[]
essfj,[],,,,,,Female,[]
,[],"Uitdagings is geleenthede om op Sy insig en wysheid te fokus, ""I keep asking that the God of our Lord Jesus Christ, the glorious Father, may give you the Spirit of wisdom and revelation, so that you may know him [Jesus] better. ?Ephesians 1:17""I have made you known to them, and will continue to make you known in order that the love you have for me may be in them and that I myself may be in them. ?John 17:26Do you long to impact people for Jesus? Do you yearn to glorify Him in your personal life? Then I urge you to make our Scripture verses for today two of the paramount prayers of your life. Read those two verses over and over. Meditate on them. Write down what comes to your mind as you pray them. Begin asking God for a spirit of revelation in the knowledge of Jesus's beauty. Ask that you might love the Son as the Father loves the Son. We must persevere in these prayers until we are ""strengthened with power through His Spirit in the inner man"" (Eph. 3:16, NAS).{ PRAYER STARTER }Father, give me the Spirit of wisdom and revelation so that I can know You better. Make Yourself known to me in new and fresh ways each day of my life. Give me a spirit revelation in the knowledge of Your splendor and beauty.We will be restless until we become prisoners of God. As captives of His divine purpose, we will lead others into passion for Jesus and into captivity to Him/",, https://www.personalitycafe.com/members/roots2wings.html,Male,Type 7w8,Female,[]
,[],,"Atlanta, GA", https://www.personalitycafe.com/members/matttherogue.html,,,,[]
chataround,[],,, https://www.personalitycafe.com/members/chataround.html,,,Female,[]
Zixpreepsymex,[],,,,,,,[]
JamesOCR,[],,,,,,Male,[]
,,,, https://www.personalitycafe.com/members/showbread.html,,Type 2w1,,[]
samsam,,,,,,,Female,[]
catwater09,[],,, https://www.personalitycafe.com/members/catwater09.html,,,,[]
,,,, https://www.personalitycafe.com/members/mchllkoch.html,,,Female,[]
,[],"I am Human, not an angel nor God",, https://www.personalitycafe.com/members/lifeaprentis.html,,Type 2w1,Male,[]
,[],,, https://www.personalitycafe.com/members/cmomcook.html,,,Female,[]
marimomo,[],,,,,,Female,[]
,,,, https://www.personalitycafe.com/members/asubmebpl.html,,,,[]
,[],"mother of 2 boys, wife & student.","Abilene, Tx", https://www.personalitycafe.com/members/susanvandee.html,Male,Type 9,Female,[]
AveCaesar6189,,,, https://www.personalitycafe.com/members/avecaesar6189.html,,,Female,[]
INTP mom,[],,, https://www.personalitycafe.com/members/intp-mom.html,,,Female,[]
,[],,, https://www.personalitycafe.com/members/briannathomas065.html,,,,[]
foogies,[],,, https://www.personalitycafe.com/members/foogies.html,,,Male,[]
,,,,,,,Female,[]
,[],,, https://www.personalitycafe.com/members/miravegas.html,,,Female,[]
Cycleneineeh,[],,,,,,Male,[]
3li,,,, https://www.personalitycafe.com/members/3li.html,,Type 1w2,,[]
Arashi,[],,,,Female,Type 6,,[]
,,,,,,Unknown,Female,[]
DediCatus,,,, https://www.personalitycafe.com/members/dedicatus.html,Male,Type 3w4,Female,[]
ColnettLisa,,,, https://www.personalitycafe.com/members/colnettlisa.html,,,,[]
,,,, https://www.personalitycafe.com/members/rosely33k.html,,,Female,[]
lucysm,['Josh'],,, https://www.personalitycafe.com/members/lucysm.html,,,,[]
egypshun03,,,, https://www.personalitycafe.com/members/egypshun03.html,Female,Type 6,Male,[]
briand,[],Keeping the world safe for the ESFJ since before Myers met Briggs,, https://www.personalitycafe.com/members/briand.html,Male,Type 2w1,Male,[]
,,,,,,Type 1,Female,[]
,[],,"Stone, Stoke-On-Trent, United Kingdom, United Kingdom", https://www.personalitycafe.com/members/emiloulaa12.html,,,Female,[]
mauvemarionette,,,,,,Type 3,Female,[]
Lakelover8,,,, https://www.personalitycafe.com/members/lakelover8.html,,,,[]
Mister Children,[],"An energetic and determined guy who is passionate in fashion, tumor biology, and public speaking.","Jakarta, Indonesia", https://www.personalitycafe.com/members/mister-children.html,Female,Unknown,Male,[]
Drea Rose,[],,Ontario, https://www.personalitycafe.com/members/drea-rose.html,,,Female,[]
aubreyadams,,,The Netherlands,,Male,Unknown,Female,[]
SilverIridescence,[],,,,,,Female,[]
rezonans,[],Man,Moscow, https://www.personalitycafe.com/members/rezonans.html,,Type 7,,[]
Erialc,[],,,,,Type 6,Female,[]
Iblis,[],,, https://www.personalitycafe.com/members/iblis.html,Female,Type 2,,[]
LetgoBeFree,[],,, https://www.personalitycafe.com/members/letgobefree.html,,,Male,[]
,,,,,,,Female,[]
Saiph,[],,,,,Type 2w3,Male,[]
afeadiftLedy,[],,, https://www.personalitycafe.com/members/afeadiftledy.html,,,Female,[]
